article_id,article_desc
Article 338 Indian Constitution,Special Officer Scheduled Castes  schedule Tribes etc ( 1 ) shall Special Officer Scheduled Castes schedule Tribes appoint President ( 2 ) shall duty Special Officer investigate matter relate safeguard provide Scheduled Castes schedule Tribes Constitution report President upon working safeguard interval President may direct  President shall cause report lay House Parliament ( 3 ) article reference schedule Castes schedule Tribes shall construe include reference backward class President may  receipt report Commission appoint clause ( 1 ) article 340  order specify also Anglo indian community
Article 339 Indian Constitution,Control Union administration Scheduled Areas welfare Scheduled Tribes ( 1 ) President may time shall  expiration ten year commencement Constitution order appoint Commission report administration Scheduled Areas welfare Scheduled Tribes States order may define composition  power procedure Commission may contain incidental ancillary provision President may consider necessary desirable ( 2 ) executive power Union shall extend give direction state drawing execution scheme specify direction essential welfare Scheduled Tribes state
Article 340 Indian Constitution,Appointment Commission investigate condition backward class ( 1 ) President may order appoint Commission consist person think fit investigate condition socially educationally backward class within territory India difficulty labour make recommendation step take Union State remove difficulty improve condition grant make purpose Union State condition subject grant make  order appoint Commission shall define procedure follow Commission ( 2 ) Commission appoint shall investigate matter refer present President report set fact find make recommendation think proper ( 3 ) President shall cause copy report present together memorandum explain action take thereon lay House Parliament
Article 341 Indian Constitution,schedule Castes ( 1 ) President may respect State Union territory  State consultation Governor thereof  public notification  specify caste  race tribe part group within caste  race tribe shall purpose Constitution deem Scheduled Castes relation State Union territory  case may ( 2 ) Parliament may law include exclude list Scheduled Castes specify notification issue clause ( 1 ) caste  race tribe part group within caste  race tribe  save aforesaid notification issue say clause shall vary subsequent notification
Article 342 Indian Constitution,schedule Tribes ( 1 ) President may respect State Union territory  State  consultation Governor thereof  public notification  specify tribe tribal community part group within tribe tribal community shall purpose Constitution deem schedule Tribes relation State Union territory  case may ( 2 ) Parliament may law include exclude list schedule Tribes specify notification issue clause ( 1 ) tribe tribal community part group within tribe tribal community  save aforesaid notification issue say clause shall vary subsequent notification PART XVII official language chapter LANGUAGE UNION
Article 343 Indian Constitution,official language Union ( 1 ) official language Union shall Hindi Devanagari script form numeral use official purpose Union shall international form indian numeral ( 2 ) notwithstanding anything clause ( 1 )  period fifteen year commencement Constitution  English language shall continue use official purpose Union use immediately commencement  provide president may  say period  order authorise use Hindi language addition english language Devanagari form numeral addition international form indian numeral official purpose Union ( 3 ) notwithstanding anything article  Parliament may law provide use  say period fifteen year  ( a ) english language  ( b ) devanagari form numeral  purpose may specify law
Article 344 Indian Constitution,Commission Committee Parliament official language ( 1 ) President shall  expiration five year commencement Constitution thereafter expiration ten year commencement  order constitute Commission shall consist Chairman member represent different language specify english Schedule President may appoint  order shall define procedure follow Commission ( 2 ) shall duty Commission make recommendation President ( a ) progressive use Hindi language official purpose Union  ( b ) restriction use english language official purpose Union  ( c ) language use purpose mention Article 348  ( d ) form numeral use one specify purpose Union  ( e ) matter refer Commission President regard official language Union language communication Union State one State another use ( 3 ) make recommendation clause ( 2 )  Commission shall due regard industrial  cultural scientific advancement India  jut claim interest person belong non Hindi speaking area regard public service ( 4 ) shall constitute Committee consist thirty member  twenty shall member House People ten shall member Council States elect respectively member House People member council States accordance system proportional representation mean single transferable vote ( 5 ) shall duty Committee examine recommendation Commission constitute clause ( 1 ) report President opinion thereon ( 6 ) notwithstanding anything Article 343  President may  consideration report refer clause ( 5 )  issue direction accordance whole part report CHAPTER II REGIONAL LANGUAGES
Article 345 Indian Constitution,official language language state subject provision article 346 347  Legislature State may law adopt one language use State Hindi language language use official purpose state  provide that  Legislature State otherwise provide law  english language shall continue use official purpose within State use immediately commencement Constitution
Article 346 Indian Constitution,official language communication one State another State Union language time authorise use Union official purpose shall official language communication one State another State State Union  provide two state agree Hindi language official language communication state  language may use communication
Article 347 Indian Constitution,special provision relate language speak section population State demand make behalf President may  satisfied substantial proportion population State desire use language speak recognise throughout State part thereof purpose may specify CHAPTER III language supreme court  HIGH COURTS  ETC
Article 348 Indian Constitution,language use Supreme Court High Courts act  Bills  etc ( 1 ) notwithstanding anything forego provision Part  Parliament law otherwise provide ( a ) proceeding Supreme Court every High Court  ( b ) authoritative text ( i ) Bills introduce amendment thereto move either House Parliament House either House Legislature State  ( ii ) act pass Parliament Legislature State Ordinances promulgate President Governor State  ( iii ) order  rule  regulation bye law issue Constitution law make Parliament Legislature State  shall english language ( 2 ) notwithstanding anything sub clause ( a ) clause ( 1 )  Governor State may  previous consent President  authorise use Hindi language  language use official purpose state  proceeding High Court principal seat state  provide nothing clause shall apply judgment  decree order pass make High Court ( 3 ) notwithstanding anything sub clause ( b ) clause ( 1 )  Legislature State prescribe language english language use Bills introduce in  act pass by  Legislature State Ordinances promulgate Governor State order  rule  regulation bye law refer paragraph ( iii ) sub clause  translation english language publish authority Governor State Official Gazette State shall deem authoritative text thereof english language article
Article 349 Indian Constitution,special procedure enactment certain law relate language period fifteen year commencement Constitution  Bill amendment make provision language use purpose mention clause ( 1 ) article 348 shall introduced move either House Parliament without previous sanction President  President shall give sanction introduction Bill move amendment except take consideration recommendation Commission constitute clause ( 1 ) article 344 report Committee constitute clause ( 4 ) article CHAPTER IV SPECIAL DIRECTIVES
Article 350 Indian Constitution,language use representation redress grievance every person shall entitle submit representation redress grievance officer authority Union State language use Union State  case may
Article 350A Indian Constitution,facility instruction mother tongue primary stage shall endeavour every State every local authority within State provide adequate facility instruction mother tongue primary stage education child belong linguistic minority group  President may issue direction state consider necessary proper securing provision facility
Article 350B Indian Constitution,Special Officer linguistic minority ( 1 ) shall Special Officer linguistic minority appoint President ( 2 ) shall duty Special Officer investigate matter relate safeguard provide linguistic minority Constitution report President upon matter interval president may direct  President may direct  President shall cause report lay House Parliament  send Governments States concern
Article 351 Indian Constitution,directive development Hindi language shall duty Union promote spread Hindi language  develop may serve medium expression element composite culture India secure enrichment assimilate without interfere genius  form  style expression use Hindustani language India specify Eighth Schedule  drawing  wherever necessary desirable  vocabulary  primarily Sanskrit secondarily language PART xviii emergency provision
Article 352 Indian Constitution,Proclamation Emergency ( 1 ) President satisfy grave emergency exist whereby security India part territory thereof threaten  whether war external aggression armed rebellion  may  Proclamation  make declaration effect respect whole India part territory thereof may specify Proclamation Explanation Proclamation Emergency declare security India part territory thereof threaten war external aggression armed rebellion may make actual occurrence war aggression rebellion  President satisfy imminent danger thereof ( 2 ) Proclamation issue clause ( i ) may revoke subsequent proclamation ( 3 ) President shall issue Proclamation clause ( I ) Proclamation vary Proclamation unless decision Union Cabinet ( that say  Council consist Prime Minister Ministers Cabinet rank article 75 ) Proclamation may issue communicate writing ( 4 ) every Proclamation issue article shall lay House Parliament shall  except Proclamation revoke previous Proclamation  cease operate expiration one month unless expiration period approve resolution Houses Parliament provide Proclamation ( not Proclamation revoke previous Proclamation ) issue time House People dissolve  place period one month refer clause  resolution approve Proclamation pass Council States  resolution respect Proclamation pass House People expiration period  Proclamation shall cease operate expiration thirty day date House People first sit reconstitution  unless expiration say period thirty day resolution approve Proclamation also pass House People ( 5 ) Proclamation approve shall  unless revoke  cease operate expiration period six month date pass second resolution approve proclamation clause ( 4 )  provide often resolution approve continuance force Proclamation pass Houses Parliament Proclamation shall  unless revoke  continue force period six month date would otherwise cease operate clause provide dissolution House People take place period six month resolution approve continuance force Proclamation pass House People say period  Proclamation shall cease operate expiration thirty day date House People first sit reconstitution unless expiration say period thirty day  resolution approve continuance force proclamation also pass House People ( 6 ) purpose clause ( 4 ) ( 5 )  resolution may pass either House Parliament majority total membership House majority less two third member House present voting ( 7 ) notwithstanding anything contain forego clause  President shall revoke Proclamation issue clause ( l ) Proclamation vary Proclamation House People pass resolution disapprove  or  case may be  disapprove continuance force of  Proclamation ( 8) notice writing sign less one tenth total number member House People give of  intention move resolution disapprove  or  case may be  disapprove continuance force of  Proclamation issue clause ( l ) Proclamation vary Proclamation  ( a ) Speaker  House session  ( b ) President  House session  special sitting House shall hold within fourteen day date notice receive Speaker  case may be  President  purpose consider resolution ( 9 ) power confer President article shall include power issue different Proclamations different ground  war external aggression arm rebellion imminent danger war external aggression armed rebellion  whether Proclamation already issue President clause ( l ) Proclamation operation
Article 353 Indian Constitution,Effect Proclamation Emergency Proclamation Emergency operation  ( a ) notwithstanding anything Constitution  executive power Union shall extend give direction State manner executive power thereof exercise  ( b ) power Parliament make law respect matter shall include power make law confer power impose duty  authorise confer power imposition duty  upon Union officer authority Union respect matter  notwithstanding one enumerate Union List  provide Proclamation Emergency operation part territory India  ( i ) executive power Union give direction clause ( a )  ( ii ) power Parliament make law clause ( b )  shall also extend State State part Proclamation Emergency operation far security India part territory thereof threaten activity relation part territory India Proclamation Emergency operation
Article 354 Indian Constitution,application provision relate distribution revenue Proclamation Emergency operation ( l ) President may  Proclamation Emergency operation  order direct provision Articles 268 279 shall period  extend case beyond expiration financial year Proclamation cease operate  may specific order  effect subject exception modification think fit ( 2 ) every order make clause ( l ) shall  soon may make  lay House Parliament
Article 355 Indian Constitution,Duty Union protect States external aggression internal disturbance shall duty Union protect every State external aggression internal disturbance ensure government every state carry accordance provision Constitution
Article 356 Indian Constitution,provision case failure constitutional machinery State ( 1 ) President  receipt report Governor State otherwise  satisfied situation arise government State can not carry accordance provision Constitution  President may Proclamation ( a ) assume function Government State power vest exercisable Governor body authority State Legislature State  ( b ) declare power Legislature State shall exercisable authority Parliament  ( c ) make incidental consequential provision appear president necessary desirable give effect object Proclamation  include provision suspend whole part operation provision constitution relate body authority state provide nothing clause shall authorise President assume power vest exercisable High Court  suspend whole part operation provision Constitution relate High Courts ( 2 ) Proclamation may revoke varied subsequent Proclamation ( 3 ) every Proclamation issue article except Proclamation revoke previous Proclamation  cease operate expiration two month unless expiration period approve resolution Houses Parliament provide Proclamation ( not Proclamation revoke previous Proclamation ) issue time House People dissolve dissolution House People take place period two month refer clause  resolution approve Proclamation pass Council States  resolution respect Proclamation pass House People expiration period  Proclamation shall cease operate expiration thirty day date House People first sit reconstitution unless expiration say period thirty day resolution approve Proclamation also pass House People ( 4 ) Proclamation approve shall  unless revoke  cease operate expiration period six month date issue Proclamation  provide often resolution approve continuance force Proclamation pass Houses Parliament  Proclamation shall  unless revoke  continue force period six month date clause would otherwise cease operating  Proclamation shall case remain force three year  provide dissolution House People take place period six month resolution approve continuance force Proclamation pass Council States  resolution respect continuance force Proclamation pass House People say period  Proclamation shall cease operate expiration thirty day date House People first sit reconstitution unless expiration say period thirty day resolution approve continuance force Proclamation also pass House People ( 5 ) notwithstanding anything contain clause ( 4 )  resolution respect continuance force Proclamation approve clause ( 3 ) period beyond expiration one year date issue proclamation shall pass either House Parliament unless ( a ) Proclamation Emergency operation  whole India or  case may be  whole part state  time pass resolution  ( b ) Election Commission certify continuance force Proclamation approve clause ( 3 ) period specify resolution necessary account difficulty hold general election Legislative Assembly State concern  provide case Proclamation issue clause ( 1 ) 6 th day October  1985 respect State Punjab  reference clause period beyond expiration two year
Article 357 Indian Constitution,exercise legislative power Proclamation issue Article 356 ( 1 ) Whereby Proclamation issue clause ( 1 ) article 356  declare power Legislature State shall exercisable authority Parliament  shall competent ( a ) Parliament confer President power Legislature State make law  authorise President delegate  subject condition may think fit impose  power confer authority specify behalf  ( b ) Parliament  President authority power make law vested sub clause ( a )  make law confer power impose duty  authorise confer power imposition duty  upon Union officer authority thereof  ( c ) President authorise House People session expenditure Consolidated Fund State pende sanction expenditure Parliament ( 2 ) law make exercise power Legislature State Parliament President authority refer sub clause ( a ) clause ( 1 ) Parliament President authority would not  issue Proclamation Article 356  competent make shall  Proclamation cease operate  continue force alter repeal amend competent Legislature authority
Article 358 Indian Constitution,suspension provision article 19 emergency ( 1 ) Proclamation Emergency declare security India part territory thereof threaten war external aggression operation  nothing article 19 shall restrict power state define Part III make law take executive action State would provision contain Part competent make take  law make shall  extent competency  cease effect soon Proclamation cease operate  except respect thing do omit do law cease effect  provide Proclamation Emergency operation part territory India  law may make  executive action may take  article relation State Union territory part Proclamation Emergency operation  far security India part territory thereof threaten activity relation part territory India Proclamation Emergency operation ( 2 ) nothing clause ( 1 ) shall apply ( a ) law contain recital effect law relation Proclamation Emergency operation make  ( b ) executive action take otherwise law contain recital
Article 359 Indian Constitution,suspension enforcement right confer Part III emergency ( 1 ) Proclamation Emergency operation  President may order declare right move court enforcement right confer Part III ( except Article 20 21 ) may mention order proceeding pende court enforcement right mention shall remain suspend period Proclamation force short period may specify order ( 1A ) order make clause ( 1 ) mention right confer Part III ( except Article 20 21 ) operation  nothing part confer right shall restrict power State define say Part make law take executive action State would provision contain Part competent make take  law make shall  extent competency  cease effect soon order aforesaid cease operate  except respect thing do omit do law cease effect Provided Proclamation Emergency operation part territory India  law may make  executive action may take  article relation State Union territory part Proclamation Emergency operation  far security India part territory thereof threaten activity relation part territory India Proclamation Emergency operation ( 1b ) nothing clause ( 1A ) shall apply ( a ) law contain recital effect law relation Proclamation Emergency operation make  ( b ) executive action take otherwise law contain recital ( 2 ) order make aforesaid may extend whole part territory India  provide Proclamation Emergency operation part territory India  order shall extend part territory India unless President  satisfied security India part territory thereof threaten activity relation part territory India Proclamation Emergency operation  consider extension necessary ( 3 ) every order make clause ( 1 ) shall  soon may make  lay House Parliament
Article 360 Indian Constitution,provision financial emergency ( 1 ) President satisfied situation arise whereby financial stability credit India part territory thereof threaten  may Proclamation make declaration effect ( 2 ) Proclamation issue clause ( 1 ) ( a ) may revoke varied subsequent Proclamation  ( b ) shall lay House Parliament  ( c ) shall cease operate expiration two month unless expiration period approve resolution Houses Parliament  provide Proclamation issue time House People dissolve dissolution House People take place period two month refer sub clause ( c )  resolution approve Proclamation pass Council States  resolution respect Proclamation pass House People expiration period  Proclamation shall cease operate expiration thirty day eat House People first sit reconstitution  unless expiration say period thirty day resolution approve Proclamation also pass House People ( 3 ) period Proclamation mention clause ( 1 ) operation  executive authority Union shall extend give direction state observe canon financial propriety may specify direction  give direction President may deem necessary adequate purpose ( 4 ) notwithstanding anything Constitution ( a ) direction may include ( i ) provision require reduction salary allowance class person serve connection affair state  ( ii ) provision require Money Bills Bills provision Article 207 apply reserved consideration President pass Legislature State  ( b ) shall competent President period Proclamation issue article operation issue direction reduction salary allowance class person serve connection affair Union include Judges Supreme Court High Courts PART XIX MISCELLANEOUS
Article 361 Indian Constitution,protection President Governors Rajpramukhs ( 1 ) President  Governor Rajpramukh State  shall answerable court exercise performance power duty office act do purport do exercise performance power duty  provide conduct President may bring review court  tribunal body appoint designate either House Parliament investigation charge Article 61  provide nothing clause shall construe restrict right person bring appropriate proceeding Governor India Government State ( 2 ) criminal proceeding whatsoever shall institute continued President  Governor State  court term office ( 3 ) process arrest imprisonment President  Governor State  shall issue court term office ( 4 ) civil proceeding relief claim President  Governor State  shall institute term office court respect act do purport do personal capacity  whether enter upon office President  Governor State  expiration two month next notice write deliver President Governor  case may be  leave office state nature proceeding  cause action therefor  name  description place residence party proceeding institute relief claim
Article 361A Indian Constitution,protection publication proceeding Parliament State Legislature ( 1 ) person shall liable proceeding  civil criminal  court respect publication newspaper substantially true report proceeding either House Parliament Legislative Assembly  or  case may be  either House Legislature  State  unless publication prove make malice  provide nothing clause shall apply publication report proceeding secret sit either House Parliament Legislative Assembly  or  case may be  either House Legislature  State ( 2 ) clause ( 1 ) shall apply relation report matter broadcast  mean wireless telegraphy part programme service provide mean broadcasting station apply relation report matter publish newspaper Explanation article  newspaper include news agency report contain material publication newspaper
Article 362 Indian Constitution,right privilege Rulers indian States Rep Constitution ( Twenty sixth Amendment ) Act  1971 
Article 363 Indian Constitution,bar interference court dispute arise certain treaty  agreement  etc ( 1 ) notwithstanding anything Constitution subject provision article 143  neither Supreme Court court shall jurisdiction dispute arise provision treaty  agreement  covenant  engagement  sanad similar instrument enter execute commencement Constitution Ruler Indian State Government party continue operation commencement  dispute respect right accruing liability obligation arise provision Constitution relate treaty  agreement  covenant  engagement  sanad similar instrument ( 2 ) article ( a ) Indian State mean territory recognise commencement Constitution Majesty Government Dominion India State  ( b ) ruler include Prince  Chief person recognise commencement Majesty Government Dominion India Ruler Indian State
Article 363A Indian Constitution,Recognition grant Rulers Indian States cease privy purse abolish Notwithstanding anything Constitution law time force ( a ) Prince  chief person who  time commencement Constitution ( Twenty sixth Amendment ) Act  1971  recognise President Ruler Indian State person who  time commencement  recognise President successor Ruler shall  commencement  cease recognise Ruler successor Ruler  ( b ) commencement Constitution ( Twenty sixth Amendment ) Act  1971  privy purse abolish right  liability obligation respect privy purse extinguish accordingly ruler or  case may be  successor Ruler  refer clause ( a ) person shall pay sum privy purse
Article 364 Indian Constitution,special provision major port aerodrome ( 1 ) notwithstanding anything Constitution  President may public notification direct date may specify notification ( a ) law make Parliament Legislature State shall apply major port aerodrome shall apply thereto subject exception modification may specify notification  ( b ) exist law shall cease effect major port aerodrome except respect thing done omit do say date  shall application port aerodrome effect subject exception modification may specify notification ( 2 ) article ( a ) major port mean port declare major port law make Parliament exist law include area time include within limit port  ( b ) aerodrome mean aerodrome define purpose enactment relate airways  aircraft air navigation
Article 365 Indian Constitution,effect failure comply with  give effect to  direction give Union State fail comply give effect direction give exercise executive power Union direction give exercise executive power Union provision Constitution  shall lawful President hold situation arise government State can not carry accordance provision Constitution
Article 366 Indian Constitution,Definition Constitution  unless context otherwise require  follow expression l  meaning hereby respectively assign they  say ( 1 ) agricultural income mean agricultural income define purpose enactment relate indian income tax  ( 2 ) Anglo Indian mean person whose father whose male progenitor male line european descent domicile within territory India bear within territory parent habitually resident therein establish temporary purpose only  ( 3 ) article mean article Constitution  ( 4 ) borrow include raise money grant annuity  loan shall construe accordingly  ( 5 ) clause mean clause article expression occur  ( 6 ) corporation tax mean tax income  far tax payable company tax case follow condition fulfil  ( a ) chargeable respect agricultural income  ( b ) deduction respect tax pay company be  enactment may apply tax  authorise make dividend payable company individual  ( c ) provision exist take tax pay account computing purpose indian income tax total income individual receive dividend  compute indian income tax payable by  refundable to  individual  ( 7 ) correspond Province  correspond indian State correspond State mean case doubt Province  Indian State State may determined President correspond Province  correspond indian State correspond State  case may be  particular purpose question  ( 8) debt include liability respect obligation repay capital sum way annuity liability guarantee  debt charge shall construe accordingly  ( 9 ) estate duty mean duty assess reference principal value  ascertain accordance rule may prescribed law make Parliament Legislature State relate duty  property pass upon death deem  provision say law  pass  ( 10 ) exist law mean law  Ordinance  order  bye law  rule regulation pass make commencement Constitution Legislature  authority person power make law  Ordinance  order  bye law  rule regulation  ( 11 ) Federal Court mean Federal Court constitute Government India Act  1935  ( 12 ) good include material  commodity  article  ( 13 ) guarantee include obligation undertake commencement Constitution make payment event profit undertake fall short specify amount  ( 14 ) High Court mean court deem purpose Constitution High Court State include ( a ) Court territory India constitute reconstitute Constitution High Court  ( b ) court territory India may declare Parliament law High Court purpose Constitution  ( 15 ) indian State mean territory Government Dominion India recognise State  ( 16 ) part mean part Constitution  ( 17 ) pension mean pension  whether contributory not  kind whatsoever payable respect person  include retire pay payable  gratuity payable sum sum payable way return  without interest thereon addition thereto  subscription provident fund  ( 18 ) Proclamation Emergency mean Proclamation issue clause ( 1 ) article 352  ( 19 ) public notification mean notification Gazette India  or  case may be  Official Gazette State  ( 20 ) railway include ( a ) tramway wholly within municipal area  ( b ) line communication wholly situate one state declare Parliament law railway  ( 22 ) ruler mean Prince  chief person who  time commencement Constitution ( Twenty sixth Amendment ) Act  1971  recognise President Ruler Indian State person who  time commencement  recognise President successor Ruler  ( 23 ) schedule mean Schedule Constitution  ( 24 ) schedule Castes mean case  race tribe part group within caste  race tribe deem Article 341 schedule Castes purpose Constitution  ( 25 ) schedule Tribes mean tribe tribal community part group within tribe tribal community deem Article 342 schedule Tribes purpose Constitution  ( 26 ) security include stock  ( 27 ) sub clause mean sub clause clause expression occur  ( 28 ) taxation include imposition tax impost  whether general local special  tax shall construe accordingly  ( 29 ) tax income include tax nature excess profit tax  ( 29a ) tax sale purchase good include ( a ) tax transfer  otherwise pursuance contact  property good cash  defer payment valuable consideration  ( b ) tax transfer property good ( whether good form ) invoke execution work contract  ( c ) tax delivery good hire purchase system payment instalment  ( d ) tax transfer right use good purpose ( whether specify period ) cash  defer payment valuable consideration  ( e ) tax supply good unincorporated association body person member thereof cash  defer payment valuable consideration  ( f ) tax supply  way part service manner whatsoever  good  food article human consumption drink ( whether intoxicate )  supply service  cash  defer payment valuable consideration  transfer  delivery supply good shall deem sale good person make transfer  delivery supply purchase good person transfer  delivery supply make  ( 30 ) Union territory mean Union territory specify First Schedule include territory comprise within territory India specify schedule
Article 367 Indian Constitution,interpretation ( 1 ) unless context otherwise require  General Clauses Act  1897  shall  subject adaptation modification may make therein Article 372  apply interpretation Constitution apply interpretation Act Legislature Dominion India ( 2 ) reference Constitution act law of  make by  Parliament  act law of  make by  Legislature State  shall construe include reference Ordinance make President or  Ordinance make Governor  case may ( 3 ) purpose Constitution foreign State mean State India  provide that  subject provision law make Parliament  President may order declare state foreign State purpose may specify order PART XX AMENDMENT CONSTITUTION
Article 368 Indian Constitution,Power Parliament amend Constitution procedure therefor ( 1 ) notwithstanding anything Constitution  Parliament may exercise constituent power amend way addition  variation repeal provision Constitution accordance procedure lay article ( 2 ) amendment Constitution may initiate introduction Bill purpose either House Parliament  Bill pass House majority total membership House present voting  shall present President shall give assent Bill thereupon Constitution shall stand amend accordance term bill  provide amendment seek make change ( a ) article 54  article 55  article 73  article 162 article 241  ( b ) chapter IV Part V  chapter V Part VI  chapter Part XI  ( c ) Lists Seventh Schedule  ( d ) representation States Parliament  ( e ) provision article  amendment shall also require ratified Legislature less one half States resolution effect pass Legislatures Bill make provision amendment present President assent ( 3 ) Nothing article 13 shall apply amendment make article ( 4 ) amendment Constitution ( include provision Part III ) make purport make article whether commencement Section 55 Constitution ( Forty second Amendment ) Act  1976 shall call question court ground ( 5 ) removal doubt  hereby declare shall limitation whatever constituent power Parliament amend way addition  variation repeal provision Constitution article PART XXI TEMPORARY  TRANSITIONAL SPECIAL PROVISIONS
Article 369 Indian Constitution,temporary power Parliament make law respect certain matter State List matter Concurrent list Notwithstanding anything Constitution  Parliament shall  period five year commencement constitution  power make law respect follow matter enumerate Concurrent List  namely  ( a ) trade commerce within State in  production  supply distribution of  cotton woollen textile  raw cotton ( include gin cotton unginned cotton kapas )  cotton seed  paper ( include newsprint )  foodstuff ( include edible oilseed oil )  cattle fodder ( include oil cake concentrate )  coal ( include coke derivative coal )  iron  steel mica  ( b ) offence law respect matter mention clause ( a )  jurisdiction power court except Supreme Court respect matter  fee respect matter include fee take court  law make Parliament  Parliament would provision article competent make  shall  extent incompetency  cease effect expiration say period  except respect thing do omit do expiration thereof
Article 370 Indian Constitution,temporary provision respect State Jammu Kashmir ( 1 ) notwithstanding anything Constitution  ( a ) provision article 238 shall apply relation State Jammu Kashmir  ( b ) power Parliament make law say State shall limit ( i ) matter Union List Concurrent List which  consultation Government State  declare President correspond matter specify Instrument Accession governing accession State Dominion India matter respect Dominion Legislature may make law State  ( ii ) matter say Lists as  concurrence Government State  President may order specify Explanation purpose article  Government State mean person time recognise President Maharaja Jammu Kashmir act advice Council Ministers time office Maharajas Proclamation date fifth day March  1948  ( c ) provision article 1 article shall apply relation state  ( d ) provision Constitution shall apply relation state subject exception modification President may order specify  provide order relate matter specify Instrument Accession State refer paragraph ( i ) sub clause ( b ) shall issue except consultation Government state  provide order relate matter refer last precede proviso shall issue except concurrence Government ( 2 ) concurrence Government State refer paragraph ( ii ) sub clause ( b ) clause ( 1 ) second proviso sub clause ( d ) clause give Constituent Assembly purpose frame Constitution State convene  shall place Assembly decision may take thereon ( 3 ) notwithstanding anything forego provision article  President may  public notification  declare article shall cease operative shall operative exception modification date may specify  provide recommendation Constituent Assembly State refer clause ( 2 ) shall necessary President issue notification
Article 371 Indian Constitution,special provision respect States Maharashtra Gujarat ( 2 ) notwithstanding anything Constitution  President may order make respect State Maharashtra Gujarat  provide special responsibility Governor ( a ) establishment separate development board Vidarbha  Marathwada  rest Maharashtra or  case may be  saurashtra  Kutch rest board place year State Legislative Assembly  ( b ) equitable allocation fund developmental expenditure say area  subject requirement state whole  ( c ) equitable arrangement provide adequate facility technical education vocational training  adequate opportunity employment service control State Government  respect say area  subject requirement state whole
Article 371A Indian Constitution,special provision respect State Nagaland ( 1 ) notwithstanding anything Constitution  ( a ) Act Parliament respect ( i ) religious social practice Nagas  ( ii ) Naga customary law procedure  ( iii ) administration civil criminal justice involve decision accord Naga customary law  ( iv ) ownership transfer land resource  shall apply State Nagaland unless Legislative Assembly Nagaland resolution decide  ( b ) Governor Nagaland shall special responsibility respect law order State Nagaland long opinion internal disturbance occur Naga Hills Tuensang Area immediately formation State continue therein part thereof discharge function relation thereto Governor shall  consult Council Ministers  exercise individual judgment action take  provide question arise whether matter matter respect Governor sub clause require act exercise individual judgment  decision Governor discretion shall final  validity anything do Governor shall call question ground ought ought act exercise individual judgment  provide President receipt report Governor otherwise satisfied long necessary Governor special responsibility respect law order State Nagaland  may order direct Governor shall cease responsibility effect date may specify order  ( c ) make recommendation respect demand grant  Governor Nagaland shall ensure money provide Government India Consolidated Fund India specific service purpose include demand grant relate service purpose demand  ( d ) date Governor nagaland may public notification behalf specify  shall estalishe regional council Tuensang district consist thirty five member Governor shall discretion make rule provide ( i ) composition regional council manner members regional council shall choose  provide Deputy Commissioner Tuensang district shall Chairman ex officio regional council Vice Chairman regional council shall elect member thereof amongst themselves  ( ii ) qualification choose as  be  member regional council  ( iii ) term office of  salary allowance  any  pay member of  regional council  ( iv ) procedure conduct business regional council  ( v ) appointment officer staff regional council condition service  ( vi ) matter respect necessary make rule constitution proper function regional council ( 2 ) notwithstanding anything Constitution  period ten year date formation State Nagaland period Governor may  recommendation regional council  public notification specify behalf  ( a ) administration Tuensang district shall carry Governor  ( b ) money provide Government India Government Nagaland meet requirement state nagaland whole  Governor shall discretion arrange equitable allocation money Tuensang district rest state  ( c ) Act Legislature Nagaland shall apply Tuensang district unless Governor  recommendation regional council  public notification direct Governor give direction respect Act may direct Act shall application Tuensang district part thereof effect subject exception modification Governor may specify recommendation regional council  provide direction give sub clause may give retrospective effect  ( d ) Governor may make regulation peace  progress good government Tuensang district regulation make may repeal amend retrospective effect  necessary  Act Parliament law time applicable district  ( e ) ( i ) one member represent Tuensang district Legislative Assembly nagaland shall appoint Minister Tuensang affair Governor advice Chief Minister Chief Minister tender advice shall act recommendation majority member aforesaid  ( ii ) Minister Tuensang affair shall deal with  direct access Governor on  matter relate Tuensang district shall keep Chief Minister inform same  ( f ) notwithstanding anything forego provision clause  final decision matter relate Tuensang district shall make Governor discretion  ( g ) article 54 55 clause ( 4 ) article 80  reference elect member Legislative Assembly State member shall include reference member member Legislative Assembly Nagaland elect regional council establish article  ( h ) article 170 ( i ) clause ( 1 ) shall  relation Legislative Assembly Nagaland  effect word sixty  word forty six substitute  ( ii ) say clause  reference direct election territorial constituency State shall include election member regional council establish article  ( iii ) clause ( 2 ) ( 3 )  reference territorial constituency shall mean reference territorial constituency Kohima Mokokchung district
Article 371B Indian Constitution,special provision respect State Assam Notwithstanding anything Constitution  President may  order make respect State Assam  provide constitution function committee Legislative Assembly State consist member Assembly elect tribal area specify Part table append paragraph 20 sixth schedule number member Assembly may specify order modification make rule procedure Assembly constitution proper function committee
Article 371C Indian Constitution,special provision respect State Manipur ( 1 ) notwithstanding anything Constitution  President may  order make respect State Manipur  provide constitution function committee Legislative Assembly State consist member Assembly elect Hill Areas State  modification make rule business Government rule procedure Legislative Assembly State special responsibility Governor order secure proper function committee ( 2 ) Governor shall annually  whenever require President  make report President regard administration Hill Areas State Manipur executive power Union shall extend give direction State administration say area Explanation article  expression Hill Areas mean area President may  order  declare Hill area
